epoch,accuracy,loss,val_accuracy,val_loss
42,0.6478873491287231,0.672433078289032,0.6854304671287537,0.7221056222915649
43,0.6507870554924011,0.6758517622947693,0.695364236831665,0.7101654410362244
44,0.6437448263168335,0.6642704010009766,0.6887417435646057,0.7063813209533691
45,0.6478873491287231,0.6649993062019348,0.695364236831665,0.6889178156852722
46,0.6677713394165039,0.6443062424659729,0.7052980065345764,0.696954607963562
47,0.6648715734481812,0.6377403140068054,0.6986755132675171,0.6934223771095276
48,0.666114330291748,0.6364140510559082,0.7086092829704285,0.6879002451896667
49,0.6582435965538025,0.6382412314414978,0.7052980065345764,0.6829860210418701
50,0.681027352809906,0.6171743273735046,0.7086092829704285,0.681895911693573
51,0.681441605091095,0.6047213077545166,0.7218543291091919,0.6620263457298279
52,0.6599006056785583,0.6237544417381287,0.7185430526733398,0.6553178429603577
53,0.6830986142158508,0.6120413541793823,0.7251655459403992,0.6466134190559387
54,0.6752278208732605,0.5999054312705994,0.7052980065345764,0.6657049059867859
55,0.6843413710594177,0.5954069495201111,0.7052980065345764,0.645331859588623
56,0.6963546276092529,0.5976811051368713,0.7185430526733398,0.6494677662849426
57,0.6971830725669861,0.5842218399047852,0.7152317762374878,0.637511134147644
58,0.6843413710594177,0.5940067768096924,0.7185430526733398,0.6498764157295227
59,0.6926263570785522,0.57853764295578,0.7185430526733398,0.6316054463386536
60,0.7021540999412537,0.580690860748291,0.7284768223762512,0.6217662692070007
61,0.6992543339729309,0.5768340826034546,0.7350993156433105,0.6381086707115173
62,0.7108533382415771,0.5695701837539673,0.7317880988121033,0.6387134790420532
63,0.695940375328064,0.5602317452430725,0.7350993156433105,0.6255587935447693
64,0.698425829410553,0.5665871500968933,0.751655638217926,0.6159932017326355
65,0.6992543339729309,0.5595786571502686,0.7350993156433105,0.6221582889556885
66,0.7158243656158447,0.5488101243972778,0.7417218685150146,0.6199073791503906
67,0.7224523425102234,0.5495927333831787,0.7317880988121033,0.618130087852478
68,0.6967688202857971,0.5699822902679443,0.7384105920791626,0.6130765080451965
69,0.7191383838653564,0.5392647385597229,0.7350993156433105,0.6065900921821594
70,0.7220380902290344,0.5323907136917114,0.7350993156433105,0.6071505546569824
71,0.7290803790092468,0.5248492956161499,0.7549669146537781,0.5961974859237671
72,0.7249378561973572,0.5293009281158447,0.7748344540596008,0.593956470489502
73,0.7220380902290344,0.5373054146766663,0.7384105920791626,0.5995908379554749
74,0.7207953333854675,0.5381064414978027,0.7417218685150146,0.5871165990829468
75,0.7452360987663269,0.5213673710823059,0.748344361782074,0.5920003056526184
76,0.7241093516349792,0.5294045209884644,0.7417218685150146,0.5968314409255981
77,0.7311516404151917,0.5057051181793213,0.748344361782074,0.5850709080696106
78,0.7373653650283813,0.5070322155952454,0.7284768223762512,0.5908615589141846
79,0.741507887840271,0.5081948041915894,0.751655638217926,0.5815479159355164
80,0.7328085899353027,0.5191992521286011,0.7384105920791626,0.57961106300354
81,0.7543496489524841,0.5021474957466125,0.7649006843566895,0.5907400846481323
82,0.7369511127471924,0.5095880627632141,0.7649006843566895,0.5729211568832397
83,0.7390223741531372,0.5053871870040894,0.7615894079208374,0.5713240504264832
84,0.7506213784217834,0.49175989627838135,0.751655638217926,0.5777369141578674
85,0.7344655990600586,0.49117666482925415,0.7615894079208374,0.5687874555587769
86,0.7576636075973511,0.47977951169013977,0.7682119011878967,0.5755007266998291
87,0.7539353966712952,0.4922322630882263,0.7615894079208374,0.5729113817214966
88,0.7477216124534607,0.48910611867904663,0.7748344540596008,0.563840925693512
89,0.7647058963775635,0.4758227467536926,0.7715231776237488,0.5620719194412231
90,0.7676056623458862,0.4777771234512329,0.7715231776237488,0.5565072298049927
91,0.7518641352653503,0.4809369444847107,0.7615894079208374,0.5683801174163818
92,0.755592405796051,0.46185556054115295,0.7682119011878967,0.5587770342826843
93,0.7634631395339966,0.4608473777770996,0.7748344540596008,0.5596762895584106
94,0.7667771577835083,0.4675332307815552,0.7450330853462219,0.5671514868736267
95,0.7622203826904297,0.46240851283073425,0.7781456708908081,0.5484457015991211
96,0.7642916440963745,0.45782461762428284,0.7682119011878967,0.5537365078926086
97,0.7709196209907532,0.46412235498428345,0.7682119011878967,0.555903434753418
98,0.7651201486587524,0.4651648998260498,0.7748344540596008,0.537494421005249
99,0.773405134677887,0.46037063002586365,0.7715231776237488,0.5567188858985901
100,0.7597348690032959,0.46026676893234253,0.7880794405937195,0.5307460427284241
101,0.7638773918151855,0.4565175771713257,0.7748344540596008,0.5450470447540283
102,0.7779619097709656,0.4491746425628662,0.7649006843566895,0.5435912013053894
103,0.7651201486587524,0.4617922008037567,0.7649006843566895,0.5479947328567505
104,0.7742336392402649,0.4443797767162323,0.7781456708908081,0.5399287939071655
105,0.7821043729782104,0.43233779072761536,0.7715231776237488,0.5325226783752441
106,0.7787904143333435,0.4495389461517334,0.7615894079208374,0.5378333330154419
107,0.7825186252593994,0.4279918074607849,0.7913907170295715,0.5322555899620056
108,0.7717481255531311,0.4429316222667694,0.7781456708908081,0.5432724356651306
